Datetime,Text,label
2022-05-08,viego leagueoflegends hes sad simp dead wife divorced made gay whole chest chussy,0
2022-05-08,leagueoflegends,0
2022-05-08,hello friends haha totally play leagueoflegends day haha would sad haha,0
2022-05-08,logicool lol da pro leagueoflegends gx lightsync rgb,1
2022-05-08,today aske dme play music said dont listen muic idk single song put leagueoflegends music icb im friends loser nerds,0
2022-05-08,logicool lol da pro leagueoflegends gx lightsync rgb,1
2022-05-08,somebody come toxic playing leagueoflegends shits hard,0
2022-05-08,leagueoflegends buddies,0
2022-05-08,leagueoflegends worse,0
2022-05-08,lot former prem studs lower divisions countries remember fellani united tall dude big hair legend chinese league,0
2022-05-08,leagueoflegends,0
2022-05-08,clear condescension follows irritation meeting caitlyn standards since thinking caitlyn moment would say openly flirting someone else leaving alone tears,0
2022-05-08,juicewrld favourite leagueoflegends skin spooky gangplank,1
2022-05-08,world may never know leagueoflegends strat meta implemented believe wrong one,0
2022-05-08,got put low priority queue games afk best thing ever happened open see min timer time realize dont like game close ive low queue week ive never happier,1
2022-05-08,cannot believe years tempted telling would never reinstalled leagueoflegends,0
2022-05-08,hey ken new emotes stuff ever consideration adding th active emote game cause got many would like use got spaces,0
2022-05-08,mil riot coins,0
2022-05-08,save leagueoflegends minecraft,0
2022-05-08,never played leagueoflegends nba,0
2022-05-08,leagueoflegends support gameplay drinks tokes come hang,0
2022-05-08,ability hate leagueoflegends lulu,0
2022-05-08,quick way see leagueoflegends champion fairs vs urgot roles masters euw na opinionated laning phase teamfighting interactions considered open debate discussion,1
2022-05-08,omg messed meant text gd yet got dd instead,0
2022-05-08,goredrinker sunfire xd,0
2022-05-08,arcane leagueoflegends might actually best animated show,1
2022-05-08,least put fucking message killers like gj played like coward anyone gj even league legend less tilting swear,1
2022-05-08,leagueoflegends poopoo game,0
2022-05-08,say leagueoflegends,0
2022-05-08,nah see leagueoflegends cannot friends anymore,0
2022-05-08,baby tali capybara precious omg,0
2022-05-08,similar leagueoflegends vid,0
2022-05-08,omg,0
2022-05-08,leagueoflegends top streams las hora esp th antonioviewers elojoninjaviewers,0
2022-05-08,nobody homophobic making non canon fan art corner internet anything one using go attack people making stuff like bisexual attack sensitive toddler victim complex,1
2022-05-08,went american olympic skating tour tonight marai nagasu skated warriors leagueoflegends lemme tell screamed,0
2022-05-08,fkin hell time get back league boomer time,0
2022-05-08,spiraled hard irrelevant topics everyone talking circles leave vi masks flirting insults proven caitlyn take jayce called pretty boy face value bi take subjective text bi,0
2022-05-08,idea leagueoflegends confirmed lore arcane au game skin line lots different skin lines attached various aus know hub universe lore default skin lore remotely fixed minute minute,1
2022-05-08,enemy von imagine dragons feat jid leagueoflegends,1
2022-05-08,goin playing arams leagueoflegends tonight meme stream redeem please offer emotional support booty slamdanced fawnlace ttv right meow stardust crew starting minutes,1
2022-05-08,remembers love leagueoflegends visit us com,1
